sseqid,stitle,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,qseqid,cleaned_filename
1_RXVL01000001_01884,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVL01000001
9_PODZ01000100_03036,unannotated protein,95,346,1,86.93,75.87899999999998,100,0.0,625.0,pao1_fabv,9_PODZ01000100
16_CP027712_02702,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,16_CP027712
1_RHSM01000010_05556,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RHSM01000010
1_NDFW01000096_02042,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NDFW01000096
1_FRTB01000332_05957,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRTB01000332
9_BCAW01000001_02620,unannotated protein,157,308,5,77.78,59.091,98,4.2099999999999985e-165,466.0,pao1_fabv,9_BCAW01000001
1_NFFU01000100_05071,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFU01000100
1_FRLV01000154_01671,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLV01000154
9_QJOV01000001_02985,unannotated protein,152,309,5,78.03,60.354,98,3.8299999999999977e-168,474.0,pao1_fabv,9_QJOV01000001
9_BCBP01000001_00838,unannotated protein,153,309,5,78.03,60.101000000000006,98,2.039999999999998e-167,472.0,pao1_fabv,9_BCBP01000001
4_UTBH01000255_03799,unannotated protein,96,347,1,87.19,75.628,100,0.0,624.0,pao1_fabv,4_UTBH01000255
1_WOAT01000010_05363,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_WOAT01000010
1_RWZT01000001_03610,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWZT01000001
1_RWWT01000151_02584,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWWT01000151
1_JTOZ01000001_01270,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOZ01000001
1_LEIB01000001_01606,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIB01000001
1_RAEX01000162_01531,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAEX01000162
1_RWNT01000001_04570,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWNT01000001
1_RXEQ01000001_03659,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXEQ01000001
24_KN549112_01789,unannotated protein,153,309,5,78.03,60.101000000000006,98,1.9199999999999996e-167,472.0,pao1_fabv,24_KN549112
1_MWXM01000001_04840,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWXM01000001
1_RADS01000206_00149,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RADS01000206
1_LLUQ01000001_03516,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUQ01000001
1_VWQI01000001_05651,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQI01000001
1_CVVT01000001_05155,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVT01000001
1_CP047069_02945,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP047069
1_QVIR01000010_00442,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVIR01000010
1_LLLF01000001_03577,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLLF01000001
114_CP018049_01528,unannotated protein,100,346,1,86.93,74.623,100,0.0,620.0,pao1_fabv,114_CP018049
1_KI518814_01328,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518814
1_NSZV01000001_03185,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSZV01000001
1_LLRB01000001_04249,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LLRB01000001
1_NQZD01000100_04440,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQZD01000100
1_QJGX01000010_03039,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QJGX01000010
1_SCXS01000001_05600,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCXS01000001
1_LDKG01000001_05839,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDKG01000001
1_SDAG01000001_05704,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SDAG01000001
1_LRZQ01000001_05596,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LRZQ01000001
1_VIHM01000100_04731,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHM01000100
1_LRSJ01000001_05382,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_LRSJ01000001
1_PPDX01000001_03866,unannotated protein,2,396,0,99.5,99.497,100,0.0,809.0,pao1_fabv,1_PPDX01000001
1_LDLQ01000001_02322,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLQ01000001
1_NSXD01000001_03058,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSXD01000001
1_NWBV01000001_03379,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NWBV01000001
1_CP008857_06481,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP008857
1_LLSH01000001_03828,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLSH01000001
1_SDSO01000001_00548,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SDSO01000001
1_RXAS01000001_05114,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXAS01000001
1_LR134342_04729,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LR134342
4_UTBQ01000346_00809,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,4_UTBQ01000346
1_SCXG01000001_01492,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_SCXG01000001
1_LRZT01000001_04533,unannotated protein,2,396,0,99.5,99.497,100,0.0,809.0,pao1_fabv,1_LRZT01000001
1_CAADQI010000001_03782,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADQI010000001
1_LEFU01000001_00234,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEFU01000001
1_RWRX01000001_00570,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRX01000001
16_LT629747_03713,unannotated protein,82,356,0,89.67,79.345,99,0.0,663.0,pao1_fabv,16_LT629747
4_UTAQ01000001_02913,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,4_UTAQ01000001
1_NSNS01000001_05740,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSNS01000001
9_FORB01000033_00352,unannotated protein,96,345,1,86.68,75.628,100,0.0,622.0,pao1_fabv,9_FORB01000033
1_NXHO01000100_01893,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_NXHO01000100
1_FRVC01000121_05914,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVC01000121
11_LS483372_01806,unannotated protein,97,345,1,86.68,75.377,100,0.0,623.0,pao1_fabv,11_LS483372
9_POGW01000100_05028,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,9_POGW01000100
9_BCBE01000001_04868,unannotated protein,44,68,3,72.34,50.0,23,2.1999999999999998e-26,99.4,pao1_fabv,9_BCBE01000001
1_RAAI01000084_01078,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RAAI01000084
1_RXBC01000001_00622,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXBC01000001
1_FRNZ01000199_01567,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNZ01000199
1_JTVV01000001_01381,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTVV01000001
1_NDFQ01000063_03093,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NDFQ01000063
1_NDFR01000055_05665,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NDFR01000055
47_CP013184_03481,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,47_CP013184
1_RWLX01000001_04464,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWLX01000001
9_NEJM01000001_03463,unannotated protein,154,309,5,78.03,59.848,98,5.189999999999997e-167,471.0,pao1_fabv,9_NEJM01000001
1_NRFU01000100_05708,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRFU01000100
1_QZYV01000073_00658,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_QZYV01000073
1_FRKB01000100_02191,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRKB01000100
1_AWZE01000001_00490,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_AWZE01000001
1_RWVJ01000001_02787,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWVJ01000001
1_KI519251_01960,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_KI519251
1_VZIY01000100_00185,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VZIY01000100
1_NSYA01000001_00513,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYA01000001
1_QZYG01000004_05660,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZYG01000004
1_AHKM01000140_02362,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AHKM01000140
1_LDKJ01000001_03668,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDKJ01000001
1_LOHH01000001_04288,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LOHH01000001
1_LOHH01000001_04910,unannotated protein,79,352,0,88.66,80.101,99,0.0,665.0,pao1_fabv,1_LOHH01000001
1_RXUT01000001_01365,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXUT01000001
1_RHSJ01000010_05570,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RHSJ01000010
1_RWPX01000001_00453,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RWPX01000001
1_FRVU01000495_03081,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVU01000495
1_LR130534_02106,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LR130534
1_JVBK01000001_02074,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVBK01000001
1_LLQA01000001_04255,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLQA01000001
1_NQZT01000010_02470,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQZT01000010
9_JH635997_04057,unannotated protein,99,346,1,86.93,74.874,100,0.0,619.0,pao1_fabv,9_JH635997
1_CAADPW010000001_02562,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_CAADPW010000001
1_RXCA01000001_01945,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCA01000001
1_FRVH01000119_05595,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVH01000119
1_LLQX01000001_02623,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LLQX01000001
9_CP026675_03006,unannotated protein,153,309,5,78.03,60.101000000000006,98,2.4699999999999982e-167,472.0,pao1_fabv,9_CP026675
9_KI911361_03313,unannotated protein,152,310,5,78.09,60.453,98,5.429999999999997e-175,491.0,pao1_fabv,9_KI911361
9_AZVU01000001_01221,unannotated protein,95,350,0,87.94,76.131,100,0.0,634.0,pao1_fabv,9_AZVU01000001
9_CVTJ01000061_04146,unannotated protein,98,346,1,86.93,75.126,100,0.0,618.0,pao1_fabv,9_CVTJ01000061
1_MAZV01000019_02766,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAZV01000019
1_ASQX01000001_02672,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_ASQX01000001
1_JTXX01000001_04493,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTXX01000001
1_LEEZ01000001_02283,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEEZ01000001
1_LDKX01000001_02735,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDKX01000001
1_LFDE01000001_02588,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LFDE01000001
1_JTOE01000001_00035,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOE01000001
1_KI518852_02054,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518852
1_QVDW01000099_04862,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDW01000099
49_PCQN01000001_00642,unannotated protein,95,347,1,87.19,75.87899999999998,100,0.0,625.0,pao1_fabv,49_PCQN01000001
1_CTDI01000001_04176,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTDI01000001
1_LEJR01000001_03206,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEJR01000001
1_QBEF01000010_00845,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QBEF01000010
1_QBEG01000010_00250,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QBEG01000010
1_CUWZ01000001_05588,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUWZ01000001
1_WXZU01000001_02387,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_WXZU01000001
9_CVTP01000028_04917,unannotated protein,100,346,1,86.93,74.623,100,0.0,618.0,pao1_fabv,9_CVTP01000028
1_LORB01000001_01288,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LORB01000001
1_NSOL01000001_03834,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSOL01000001
1_MBML01000063_02346,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MBML01000063
1_RAEF01000010_03260,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAEF01000010
1_NIIX01000001_00168,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_NIIX01000001
1_LLNV01000001_04608,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLNV01000001
11_CABVGS010000001_02186,unannotated protein,154,305,7,77.22,59.24100000000001,98,2.5099999999999987e-163,461.0,pao1_fabv,11_CABVGS010000001
1_QVEI01000099_04208,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVEI01000099
1_RWUY01000001_00212,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWUY01000001
1_QJPD01000091_02492,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QJPD01000091
9_VMSH01000010_05128,unannotated protein,97,346,1,86.93,75.377,100,0.0,622.0,pao1_fabv,9_VMSH01000010
1_CP041786_02983,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP041786
16_VZPK01000001_02986,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,16_VZPK01000001
1_LSQM01000001_04081,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LSQM01000001
1_RWQI01000001_00244,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWQI01000001
16_CP027711_02615,unannotated protein,82,356,0,89.67,79.345,99,0.0,664.0,pao1_fabv,16_CP027711
1_NSZQ01000001_05363,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSZQ01000001
1_CTCR01000001_00679,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTCR01000001
1_FRIO01000209_01849,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRIO01000209
1_RWZL01000001_05093,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWZL01000001
1_NIPE01000023_00035,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NIPE01000023
1_CVVX01000001_03788,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVX01000001
24_LT799039_03335,unannotated protein,152,309,5,78.03,60.354,98,3.889999999999998e-168,474.0,pao1_fabv,24_LT799039
1_CP008868_03478,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP008868
1_SCXB01000001_03279,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_SCXB01000001
1_FRPO01000113_02700,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRPO01000113
1_LEHC01000001_01907,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHC01000001
1_NQYZ01000100_03274,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQYZ01000100
1_QVAQ01000099_01459,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVAQ01000099
1_JTMM01000001_05004,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMM01000001
4_UTKY01000121_03402,unannotated protein,99,345,1,86.68,74.874,100,0.0,618.0,pao1_fabv,4_UTKY01000121
1_OVDD01000505_03120,unannotated protein,1,247,0,100.0,99.595,62,0.0,502.0,pao1_fabv,1_OVDD01000505
1_RWRT01000001_04050,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRT01000001
1_JTSV01000001_05412,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTSV01000001
1_PSQP01000001_04771,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PSQP01000001
1_CAADNK010000001_03640,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADNK010000001
1_CP027165_00882,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP027165
1_FRJP01000292_03218,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRJP01000292
1_LRZO01000001_05236,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LRZO01000001
9_KB900108_05157,unannotated protein,82,350,0,87.94,79.39699999999998,100,0.0,662.0,pao1_fabv,9_KB900108
1_RWOQ01000001_05390,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWOQ01000001
1_NTGC01000004_03590,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NTGC01000004
1_RWOR01000001_04238,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWOR01000001
9_BCBI01000001_05150,unannotated protein,152,308,5,77.78,60.354,98,3.109999999999998e-173,487.0,pao1_fabv,9_BCBI01000001
1_RABP01000129_02943,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RABP01000129
9_AZRW02000001_01665,unannotated protein,82,352,0,88.44,79.39699999999998,100,0.0,664.0,pao1_fabv,9_AZRW02000001
1_FROT01000103_03584,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROT01000103
1_FROD01000181_03045,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROD01000181
1_RACP01000097_00231,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RACP01000097
47_MRUA01000007_04392,unannotated protein,83,357,0,89.92,79.093,99,0.0,665.0,pao1_fabv,47_MRUA01000007
1_JTUV01000001_05621,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTUV01000001
24_CABEEI010000001_00014,unannotated protein,152,309,5,78.03,60.354,98,3.8699999999999973e-168,474.0,pao1_fabv,24_CABEEI010000001
1_NFGB01000100_02099,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFGB01000100
1_FRQM01000123_02550,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRQM01000123
1_JTPF01000001_05506,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTPF01000001
1_JTTC01000001_02997,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTTC01000001
1_FRTJ01000343_05868,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRTJ01000343
1_QVBO01000100_04065,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBO01000100
1_RWSY01000001_01063,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWSY01000001
1_RWNZ01000001_04308,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWNZ01000001
115_UYXP01000001_03280,unannotated protein,97,347,1,87.19,75.377,100,0.0,623.0,pao1_fabv,115_UYXP01000001
1_RWNS01000001_03644,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWNS01000001
1_RAEG01000081_01012,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAEG01000081
1_JTTS01000001_05093,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTTS01000001
1_RXCJ01000001_04271,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCJ01000001
1_JVTQ01000318_04618,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVTQ01000318
37_FMYX01000029_04401,unannotated protein,155,309,5,78.03,59.596,98,2.3399999999999992e-172,484.0,pao1_fabv,37_FMYX01000029
1_LSQO01000001_04694,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LSQO01000001
1_LLUJ01000001_03704,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUJ01000001
1_ASQW01000001_00161,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_ASQW01000001
56_FOJP01000049_00134,unannotated protein,53,374,0,94.21,86.65,99,0.0,720.0,pao1_fabv,56_FOJP01000049
16_CP027742_02681,unannotated protein,82,356,0,89.67,79.345,99,0.0,663.0,pao1_fabv,16_CP027742
1_CP025050_02076,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP025050
1_RWQR01000001_03791,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWQR01000001
1_LLUW01000001_03338,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUW01000001
1_CP047062_02622,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP047062
1_RXEE01000001_00233,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXEE01000001
1_AFXI01000002_03474,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AFXI01000002
1_LLMB01000001_00378,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLMB01000001
1_LDLL01000001_03623,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLL01000001
9_LZYC01000001_05246,unannotated protein,59,376,0,94.71,85.139,99,0.0,717.0,pao1_fabv,9_LZYC01000001
1_LLPB01000001_00234,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPB01000001
1_NREX01000099_03144,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NREX01000099
1_LZQK01000001_00229,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LZQK01000001
47_PIZE01000010_03600,unannotated protein,83,357,0,89.92,79.093,99,0.0,664.0,pao1_fabv,47_PIZE01000010
1_CP008860_02052,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP008860
1_FRQY01000061_02891,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRQY01000061
1_JTWB01000001_04340,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTWB01000001
9_OBDW01000024_01326,unannotated protein,151,309,5,78.03,60.606,98,2.1299999999999987e-168,474.0,pao1_fabv,9_OBDW01000024
1_SEME01000001_04652,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SEME01000001
1_RAFG01000153_01911,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFG01000153
1_VIHG01000100_04230,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHG01000100
1_LSQT01000001_04465,unannotated protein,3,397,0,99.75,99.246,100,0.0,809.0,pao1_fabv,1_LSQT01000001
1_QZXP01000091_05052,unannotated protein,3,397,0,99.75,99.246,100,0.0,809.0,pao1_fabv,1_QZXP01000091
11_LCYB01000001_03814,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,11_LCYB01000001
1_MBMO01000016_03534,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MBMO01000016
1_JTQR01000001_00664,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTQR01000001
1_CP006985_02156,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP006985
34_CP013997_03415,unannotated protein,146,310,5,78.28,61.869,98,1.339999999999999e-176,495.0,pao1_fabv,34_CP013997
1_LLLM01000001_00687,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_LLLM01000001
1_NSWS01000001_02190,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_NSWS01000001
1_LLOU01000001_00228,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLOU01000001
1_CVUW01000001_04612,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVUW01000001
