sseqid,stitle,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,qseqid,cleaned_filename,motif_hits
4_CP026674_01506,unannotated protein,157,311,5,78.54,59.091,98,6.329999999999998e-165,466.0,pao1_fabv,4_CP026674,3
1_SCYI01000001_05786,unannotated protein,1,220,0,100.0,99.545,55,5.6099999999999975e-161,448.0,pao1_fabv,1_SCYI01000001,3
1_QVBY01000100_05430,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBY01000100,3
6_CP025494_05026,unannotated protein,95,346,1,86.93,75.87899999999998,100,0.0,624.0,pao1_fabv,6_CP025494,3
1_VJMM01000098_04263,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VJMM01000098,3
1_MWXY01000001_03183,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWXY01000001,3
1_LLVN01000001_02539,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLVN01000001,3
1_RWZO01000001_04648,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWZO01000001,3
1_LEEU01000001_00316,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEEU01000001,3
1_RACO01000006_01198,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RACO01000006,3
1_NDFU01000028_03791,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NDFU01000028,3
1_JTPL01000001_04463,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTPL01000001,3
1_VIHU01000096_04723,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHU01000096,3
14_CP014867_05328,unannotated protein,83,357,0,89.92,79.093,99,0.0,662.0,pao1_fabv,14_CP014867,4
1_FRLR01000106_02646,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLR01000106,3
1_RRBI01000010_03462,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RRBI01000010,3
1_NMRQ01000010_05776,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NMRQ01000010,3
1_NKXW01000086_01832,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NKXW01000086,3
1_AZBO01000001_06105,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AZBO01000001,3
1_NRCC01000001_05493,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRCC01000001,3
1_LDMX01000001_02383,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDMX01000001,3
22_LR134299_04686,unannotated protein,152,309,5,78.03,60.354,98,3.8499999999999994e-168,474.0,pao1_fabv,22_LR134299,3
1_VAVT01000001_02817,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAVT01000001,3
1_RXUC01000001_00401,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXUC01000001,3
1_CAADNG010000001_04765,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADNG010000001,3
1_RWOZ01000001_06106,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWOZ01000001,3
1_NRGB01000010_01987,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRGB01000010,3
1_SSDC01000049_01222,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SSDC01000049,3
1_RXVN01000001_00362,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVN01000001,3
16_JVGD01000008_05702,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,16_JVGD01000008,3
1_NSQC01000001_03774,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSQC01000001,3
4_UUJV01000059_01537,unannotated protein,96,349,0,87.69,75.87899999999998,100,0.0,633.0,pao1_fabv,4_UUJV01000059,4
1_KI518750_00437,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518750,3
1_LEHP01000001_01692,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHP01000001,3
1_SDVP01000010_00757,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SDVP01000010,3
1_KI519192_01105,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI519192,3
1_FRLM01000109_03159,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLM01000109,3
1_RWLL01000001_04225,unannotated protein,2,396,0,99.5,99.497,100,0.0,811.0,pao1_fabv,1_RWLL01000001,3
9_AFOY02000001_03245,unannotated protein,85,352,0,88.44,78.643,100,0.0,655.0,pao1_fabv,9_AFOY02000001,5
1_FRTW01000219_03180,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_FRTW01000219,3
1_FRLC01000125_03651,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLC01000125,3
1_JUMB01000048_03380,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUMB01000048,3
1_CP022526_00985,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP022526,3
1_LLQW01000001_03779,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LLQW01000001,3
1_RWTJ01000001_04235,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWTJ01000001,3
1_RADL01000656_05452,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RADL01000656,3
1_VZIL01000100_02627,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VZIL01000100,3
1_CVXB01000001_05360,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVXB01000001,3
1_FRNR01000156_00688,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNR01000156,3
9_CABVIQ010000001_01759,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,9_CABVIQ010000001,3
1_RWRR01000001_00722,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRR01000001,3
81_FNDG01000051_04979,unannotated protein,152,304,4,76.77,60.606,98,1.8999999999999994e-174,489.0,pao1_fabv,81_FNDG01000051,4
1_FROH01000147_03279,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROH01000147,3
1_RAEN01000445_04620,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAEN01000445,3
1_QZXQ01000128_03287,unannotated protein,3,397,0,99.75,99.246,100,0.0,809.0,pao1_fabv,1_QZXQ01000128,3
22_MCBH01000011_03897,unannotated protein,156,308,5,77.78,59.343,98,7.899999999999994e-166,468.0,pao1_fabv,22_MCBH01000011,2
1_JUMA01000043_01303,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUMA01000043,3
1_FRMD01000078_03123,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRMD01000078,3
47_MOAY01000001_03132,unannotated protein,96,346,1,86.93,75.628,100,0.0,623.0,pao1_fabv,47_MOAY01000001,3
1_FRPP01000083_02235,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRPP01000083,3
1_FRGX01000145_04522,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRGX01000145,3
1_JUAI01000001_02285,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUAI01000001,3
4_POFY01000100_04177,unannotated protein,100,347,1,87.19,74.623,100,0.0,619.0,pao1_fabv,4_POFY01000100,3
1_VWQT01000001_04247,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQT01000001,3
1_VAVR01000001_04942,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAVR01000001,3
9_CP031648_03952,unannotated protein,84,351,0,88.19,78.89399999999998,100,0.0,662.0,pao1_fabv,9_CP031648,4
1_RWOD01000001_03222,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RWOD01000001,3
1_LEJS01000001_04187,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEJS01000001,3
1_NRAH01000010_01340,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRAH01000010,3
1_QBEQ01000010_04188,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QBEQ01000010,3
1_LEJT01000001_00302,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEJT01000001,3
1_FRWE01000357_03099,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWE01000357,3
1_NSPV01000001_04327,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSPV01000001,3
14_CP027717_02575,unannotated protein,82,356,0,89.67,79.345,99,0.0,663.0,pao1_fabv,14_CP027717,4
1_JUZD01000617_00705,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUZD01000617,3
1_LLPZ01000001_02523,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPZ01000001,3
1_FRQK01000073_03958,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRQK01000073,3
1_QJGV01000010_03820,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QJGV01000010,3
1_LLMN01000001_02365,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LLMN01000001,3
1_RWWZ01000152_05455,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWWZ01000152,3
1_RWRB01000001_05206,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRB01000001,3
4_KI911361_03313,unannotated protein,152,310,5,78.09,60.453,98,5.429999999999997e-175,491.0,pao1_fabv,4_KI911361,2
1_MAKL01000017_04145,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAKL01000017,3
1_RXFD01000001_04279,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXFD01000001,3
1_JTYW01000001_03027,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTYW01000001,3
80_PCQF01000001_01448,unannotated protein,99,345,1,86.68,74.874,100,0.0,618.0,pao1_fabv,80_PCQF01000001,3
1_QVDT01000100_04494,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDT01000100,3
1_FRGO01000169_02688,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRGO01000169,3
1_FRMC01000073_03675,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRMC01000073,3
4_CP025624_01714,unannotated protein,99,346,1,86.93,74.874,100,0.0,619.0,pao1_fabv,4_CP025624,3
1_LRZV01000001_03041,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LRZV01000001,3
4_FNPW01000041_05617,unannotated protein,82,356,0,89.67,79.345,99,0.0,664.0,pao1_fabv,4_FNPW01000041,4
1_QZZH01000210_01978,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QZZH01000210,3
46_AOUH01000001_04697,unannotated protein,96,346,1,86.93,75.628,100,0.0,623.0,pao1_fabv,46_AOUH01000001,3
1_RABF01000145_00360,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RABF01000145,3
14_AP014623_02552,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,14_AP014623,4
1_QDGM01000001_02737,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QDGM01000001,3
4_SMOK01000001_03471,unannotated protein,147,303,7,76.71,61.01300000000001,98,8.869999999999995e-173,485.0,pao1_fabv,4_SMOK01000001,3
22_KN549112_01789,unannotated protein,153,309,5,78.03,60.101000000000006,98,1.9199999999999996e-167,472.0,pao1_fabv,22_KN549112,3
1_CAADLS010000001_01562,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADLS010000001,3
1_NQZI01000100_04956,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQZI01000100,3
4_FXAD01000049_00277,unannotated protein,155,305,5,77.02,59.596,98,5.319999999999997e-171,481.0,pao1_fabv,4_FXAD01000049,3
4_PPSH01000100_01512,unannotated protein,84,352,0,88.44,78.89399999999998,100,0.0,656.0,pao1_fabv,4_PPSH01000100,5
1_LLOK01000001_04183,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLOK01000001,3
1_FRUT01000166_05784,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRUT01000166,3
9_NNBS01000100_00293,unannotated protein,96,348,0,87.44,75.87899999999998,100,0.0,630.0,pao1_fabv,9_NNBS01000100,4
1_SCYC01000001_05382,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCYC01000001,3
4_FPJJ01000018_02174,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,4_FPJJ01000018,3
14_CP027711_02615,unannotated protein,82,356,0,89.67,79.345,99,0.0,664.0,pao1_fabv,14_CP027711,4
1_SBKA01000001_00555,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SBKA01000001,3
1_NSQZ01000001_03834,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSQZ01000001,3
9_JRXZ01000022_04293,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,9_JRXZ01000022,3
1_FRTU01000186_05023,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRTU01000186,3
1_LLUO01000001_01180,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUO01000001,3
1_LLRC01000001_00559,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLRC01000001,3
74_CP027754_01874,unannotated protein,99,347,1,87.19,74.874,100,0.0,619.0,pao1_fabv,74_CP027754,3
1_QFTJ01000001_03293,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QFTJ01000001,3
1_RXDL01000001_01484,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXDL01000001,3
1_MAZO01000072_00659,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAZO01000072,3
1_QDGL01000001_01054,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QDGL01000001,3
1_LEHI01000001_04907,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHI01000001,3
1_RXAD01000001_04440,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXAD01000001,3
1_CAADKA010000001_00845,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADKA010000001,3
45_CP031396_05778,unannotated protein,83,357,0,89.92,79.093,99,0.0,666.0,pao1_fabv,45_CP031396,4
4_UUMT01000298_04558,unannotated protein,99,346,1,86.93,74.874,100,0.0,620.0,pao1_fabv,4_UUMT01000298,3
1_RWSD01000001_04127,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_RWSD01000001,3
1_RWOW01000001_00529,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWOW01000001,3
1_VOJE01000100_03705,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VOJE01000100,3
4_POGU01000100_04086,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,4_POGU01000100,3
4_KV833451_03280,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,4_KV833451,3
1_FRKT01000129_05488,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRKT01000129,3
192_JYLN01000010_00658,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,192_JYLN01000010,3
4_CP027729_01522,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,4_CP027729,3
1_NTAT01000001_00691,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NTAT01000001,3
1_LJZC01000001_04351,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LJZC01000001,3
1_FRKG01000114_00942,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRKG01000114,3
1_CAADMU010000001_02125,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADMU010000001,3
1_NFFW01000100_05419,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFW01000100,3
1_RXBF01000001_00226,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_RXBF01000001,3
1_SCXP01000001_06043,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_SCXP01000001,3
4_KV838204_04104,unannotated protein,60,376,0,94.71,84.887,99,0.0,716.0,pao1_fabv,4_KV838204,3
1_QZXC01000389_05523,unannotated protein,3,398,0,100.0,99.246,100,0.0,810.0,pao1_fabv,1_QZXC01000389,3
1_JTTQ01000001_04430,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTTQ01000001,3
1_VTFO01000001_04221,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_VTFO01000001,3
1_NRBL01000010_01018,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBL01000010,3
1_MPVF01000001_05976,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MPVF01000001,3
1_QVBU01000100_00492,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBU01000100,3
168_JXDG01000001_02663,unannotated protein,78,349,0,87.69,80.402,100,0.0,656.0,pao1_fabv,168_JXDG01000001,3
168_JXDG01000001_01818,unannotated protein,155,303,4,76.52,59.848,99,3.6199999999999985e-180,504.0,pao1_fabv,168_JXDG01000001,3
1_LFDG01000001_05722,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LFDG01000001,3
1_NSMS01000001_02523,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSMS01000001,3
1_NLAZ01000001_04946,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NLAZ01000001,3
1_FRJI01000217_03315,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRJI01000217,3
1_RXCB01000001_04454,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCB01000001,3
1_NRFG01000010_04175,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRFG01000010,3
1_NFGL01000100_02926,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NFGL01000100,3
1_FRUI01000244_00542,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRUI01000244,3
4_SMCF01000001_00566,unannotated protein,153,308,5,77.78,60.101000000000006,98,1.299999999999999e-167,474.0,pao1_fabv,4_SMCF01000001,2
4_POHX01000100_00571,unannotated protein,156,301,7,76.2,58.734,98,7.249999999999996e-162,457.0,pao1_fabv,4_POHX01000100,2
1_QOLE01000010_04835,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QOLE01000010,3
1_AMVO01000001_02244,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AMVO01000001,3
1_LDLB01000001_02781,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLB01000001,3
1_MPUX01000001_02718,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MPUX01000001,3
1_VSIZ01000010_05382,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VSIZ01000010,3
1_NSRC01000001_00886,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSRC01000001,3
45_PPSI01000100_04144,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,45_PPSI01000100,4
1_RXVL01000001_01884,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVL01000001,3
1_RHSM01000010_05556,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RHSM01000010,3
1_NDFW01000096_02042,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NDFW01000096,3
1_FRTB01000332_05957,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRTB01000332,3
1_NFFU01000100_05071,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFU01000100,3
1_FRLV01000154_01671,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLV01000154,3
4_UTBH01000255_03799,unannotated protein,96,347,1,87.19,75.628,100,0.0,624.0,pao1_fabv,4_UTBH01000255,3
1_RWZT01000001_03610,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWZT01000001,3
1_RWWT01000151_02584,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWWT01000151,3
22_UGUZ01000003_04168,unannotated protein,156,308,5,77.78,59.343,98,1.0999999999999992e-165,468.0,pao1_fabv,22_UGUZ01000003,3
1_JTOZ01000001_01270,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOZ01000001,3
1_LEIB01000001_01606,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIB01000001,3
1_RAEX01000162_01531,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAEX01000162,3
1_RWNT01000001_04570,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWNT01000001,3
1_RXEQ01000001_03659,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXEQ01000001,3
1_MWXM01000001_04840,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWXM01000001,3
1_RADS01000206_00149,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RADS01000206,3
1_LLUQ01000001_03516,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUQ01000001,3
1_VWQI01000001_05651,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQI01000001,3
1_CVVT01000001_05155,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVT01000001,3
4_RHQS01000100_04202,unannotated protein,157,308,5,77.78,59.091,98,4.2499999999999976e-165,466.0,pao1_fabv,4_RHQS01000100,3
4_JPYP01000001_01258,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,4_JPYP01000001,3
1_QVIR01000010_00442,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVIR01000010,3
1_LLLF01000001_03577,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLLF01000001,3
1_KI518814_01328,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518814,3
110_VZPI01000001_01049,unannotated protein,148,309,5,77.83,61.46100000000001,98,6.439999999999996e-176,493.0,pao1_fabv,110_VZPI01000001,2
1_NSZV01000001_03185,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSZV01000001,3
1_LLRB01000001_04249,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LLRB01000001,3
1_NQZD01000100_04440,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQZD01000100,3
1_QJGX01000010_03039,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QJGX01000010,3
1_SCXS01000001_05600,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCXS01000001,3
1_LDKG01000001_05839,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDKG01000001,3
1_SDAG01000001_05704,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SDAG01000001,3
1_LRZQ01000001_05596,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LRZQ01000001,3
1_VIHM01000100_04731,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHM01000100,3
4_AP014628_02791,unannotated protein,83,357,0,89.92,79.093,99,0.0,664.0,pao1_fabv,4_AP014628,4
1_LRSJ01000001_05382,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_LRSJ01000001,3
1_PPDX01000001_03866,unannotated protein,2,396,0,99.5,99.497,100,0.0,809.0,pao1_fabv,1_PPDX01000001,3
1_LDLQ01000001_02322,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLQ01000001,3
1_NSXD01000001_03058,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSXD01000001,3
1_NWBV01000001_03379,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NWBV01000001,3
1_CP008857_06481,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP008857,3
1_LLSH01000001_03828,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLSH01000001,3
1_RXAS01000001_05114,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXAS01000001,3
1_LR134342_04729,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LR134342,3
4_JXSI01000001_00594,unannotated protein,98,346,1,86.93,75.126,100,0.0,619.0,pao1_fabv,4_JXSI01000001,3
4_UTBQ01000346_00809,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,4_UTBQ01000346,3
1_SCXG01000001_01492,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_SCXG01000001,3
1_LRZT01000001_04533,unannotated protein,2,396,0,99.5,99.497,100,0.0,809.0,pao1_fabv,1_LRZT01000001,3
1_CAADQI010000001_03782,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADQI010000001,3
